year,date,n_wells,mean_depth_cm,median_depth_cm,min_depth_cm,max_depth_cm,sd_across_wells_cm,spatial_range_cm
2019,2019-10-01,7,129.192557296858,132.832772924307,106.08332301712,143.051346555086,13.475597179706417,36.96802353796602
2019,2019-10-02,7,130.76583975938428,133.364363587003,107.978973420319,144.522760491928,13.339490814291297,36.54378707160902
2019,2019-10-03,7,133.5645000866887,136.500557947366,110.812822907758,147.862142580414,13.461807944848376,37.049319672656
2019,2019-10-04,4,137.3346301745225,139.82179388511798,123.713063061811,145.981869866043,9.615961475204115,22.268806804232014
2019,2019-10-05,4,139.36246502875548,141.160650716435,127.541704659492,147.58685402266,8.55580701176558,20.045149363167994
2019,2019-10-06,4,141.5894656450115,143.418710780125,129.682335717661,149.838105302135,8.588886501904955,20.155769584474
2019,2019-10-07,4,142.436766950433,143.8272575911295,131.468925784566,150.623626834907,8.12854358902423,19.154701050340975
2019,2019-10-08,4,143.77698715472974,145.0452260408025,133.347251941208,151.670244596106,7.73871692720471,18.322992654898
2020,2020-04-27,3,105.96053497992034,105.934081701519,105.899439951186,106.048083287056,0.07777237477584298,0.14864333587000544
2020,2020-04-28,3,105.96147585332635,105.931546594736,105.911912535529,106.040968429714,0.0695390275010934,0.12905589418500085
2020,2020-04-29,3,105.98687347794434,105.971382885343,105.932105892752,106.057131655738,0.06393613373447683,0.12502576298599877
2020,2020-04-30,3,105.98962874928968,105.983289976914,105.937741110496,106.047855160459,0.055330019214127925,0.11011404996298779
2020,2020-05-01,3,105.98869239500999,105.987684556322,105.944047544934,106.034345083774,0.04515720523079894,0.09029753884000513
2020,2020-05-02,3,105.985896888537,105.988325226267,105.949613535337,106.019751904007,0.03513218336540355,0.07013836867000123
2020,2020-05-03,3,105.97834535568666,105.982098960563,105.952442507304,106.000494599193,0.024244959185421962,0.048052091889005055
2020,2020-05-04,3,105.97359075105267,105.981197410465,105.954359978809,105.985214863884,0.016775039010672153,0.030854885075001448
2020,2020-05-05,3,105.97410068943968,105.977358895754,105.959344420161,105.985598752404,0.013427003450941536,0.026254332242999112
2020,2020-05-06,3,105.96939707493932,105.964214961344,105.96336002547,105.980616238004,0.009725479100842767,0.017256212534007886
2020,2020-05-07,3,105.97377602446534,105.974515665805,105.957569275715,105.989243131876,0.015849876750640236,0.031673856160992386
2020,2020-05-08,9,106.4046112829651,106.252005609358,106.008307817224,107.54268133341,0.5080635033582325,1.5343735161860081
2020,2020-05-09,9,106.53039322197522,106.322594364118,106.032218498716,107.810421374644,0.5982339315240016,1.7782028759279882
2020,2020-05-10,9,106.58219689649589,106.363127446542,106.042502283853,107.872327298201,0.6269035907241558,1.8298250143480033
