IdSensore,Tipologia,IdTipologia,UnitaMisura,DataMinimaRT,DataMinimaPubblicazione,DataMassimaRT,UTM Nord,UTM Est,Quota,idStazione,Nome,Provincia,Comune,_lon_wgs84,_lat_wgs84
9086,Livello Idrometrico,1,cm,08/01/2004,,14/12/2010,5098356,510910,304,1236,Porlezza Ponte Cuccio,CO,Porlezza,9.140995561800324,46.03869095711774
9087,Livello Idrometrico,1,cm,20/07/2004,01/01/2025,31/08/2026,5059567,485026,274,1206,Cavaria con Premezzo v. Cantalupa,VA,Cavaria con Premezzo,8.80769106818187,45.6894933756655
9090,Precipitazione,2,mm,01/01/2004,,31/08/2026,5070741,572525,486,1210,Ranzanico ,BG,Ranzanico,9.933042100771777,45.78641993251091
9091,Precipitazione,2,mm,01/01/2004,,31/08/2026,5066146,486058,379,1211,Castronno ,VA,Castronno,8.820755588702655,45.74873081659228
9092,Precipitazione,2,mm,01/01/2004,,31/08/2026,5086648,582441,1180,1212,Castione della Presolana ,BG,Castione della Presolana,10.063316938048855,45.92845451544747
9093,Precipitazione,2,mm,01/01/2004,,02/08/2012,5095844,551256,988,1213,Mezzoldo Ronchi,BG,Mezzoldo,9.662116372820215,46.014251239166796
9094,Precipitazione,2,mm,01/01/2004,,17/01/2012,5082095,559545,1084,1214,Oltre il Colle Acquedotto,BG,Oltre il Colle,9.76747331563812,45.889845151140456
9095,Precipitazione,2,mm,01/01/2004,,23/09/2012,5095451,588221,1096,1217,Schilpario ,BG,Schilpario,10.139475771081663,46.006951416307366
9096,Precipitazione,2,mm,01/01/2004,,10/11/2012,5082304,543960,763,1215,Taleggio ,BG,Taleggio,9.566629647707721,45.89289870229435
9097,Precipitazione,2,mm,01/12/2000,,31/08/2026,5101745,580327,1784,1216,Valbondione ,BG,Valbondione,10.038594068994966,46.06456092734479
9098,Precipitazione,2,mm,01/01/2004,,06/06/2013,5060559,592390,338,1227,Sarezzo Gardone,BS,Sarezzo,10.186615288843488,45.69242141982882
9099,Precipitazione,2,mm,01/01/2012,,31/08/2026,5070400,563860,361,1235,Cene Ponte,BG,Cene,9.821533201834967,45.78420692093251
9100,Precipitazione,2,mm,09/01/2004,,31/08/2026,5134157,524616,2064,1230,San Giacomo Filippo Lago Truzzo,SO,San Giacomo Filippo,9.319988243019054,46.36054023693675
9101,Precipitazione,2,mm,21/02/2000,,31/08/2026,5121068,548737,943,1238,Val Masino S.Martino,SO,Val Masino,9.632170040598355,46.2414409171984
9102,Precipitazione,2,mm,01/01/2004,,31/08/2026,5127374,617932,1640,1220,Ponte di Legno Case Pirli,BS,Ponte di Legno,10.531051102498203,46.289690349679546
9103,Precipitazione,2,mm,11/10/2004,,31/08/2026,5122690,600885,1728,1237,Monno ,BS,Monno,10.30879856689763,46.250294873569835
9104,Precipitazione,2,mm,01/01/2004,,31/08/2026,5095336,573386,738,1229,Gandellino Grabiasca,BG,Gandellino,9.947876230335245,46.007666208418236
9105,Precipitazione,2,mm,01/01/2004,,31/08/2026,5094947,529451,456,1224,Cortenova ,LC,Cortenova,9.380396323644787,46.00746283106389
9106,Precipitazione,2,mm,01/01/2004,,31/08/2026,5069985,523872,278,1205,Molteno Cimitero,LC,Molteno,9.30709688159319,45.783012464197284
9107,Precipitazione,2,mm,01/01/2004,,24/02/2012,5100122,531422,725,1225,Premana Diga di Pagnona,LC,Premana,9.406194660858885,46.05395062507333
9108,Precipitazione,2,mm,01/01/2004,,31/08/2026,4975743,521751,455,1201,Canevino ,PV,Canevino,9.275661821158844,44.93478645163805
9109,Precipitazione,2,mm,09/04/2004,,31/08/2026,5104225,508568,1100,1222,Cavargna ,CO,Cavargna,9.11083441107766,46.091546605277884
9110,Precipitazione,2,mm,01/01/2004,,31/08/2026,5058312,530261,234,1234,Osnago ,LC,Osnago,9.388556066735124,45.67769842394154
9111,Precipitazione,2,mm,08/01/2004,,13/12/2012,5098356,510910,304,1236,Porlezza Ponte Cuccio,CO,Porlezza,9.140995561800324,46.03869095711774
9112,Precipitazione,2,mm,01/01/2004,,18/04/2012,5090577,489263,279,1232,Lavena Ponte Tresa depuratore,VA,Lavena Ponte Tresa,8.861415127388735,45.968680264052644
9113,Precipitazione,2,mm,18/02/2004,,31/08/2026,5073453,567252,502,1221,Casnigo Campo Sportivo,BG,Casnigo,9.865590362771272,45.81136074272296
9114,Precipitazione,2,mm,11/03/2004,,31/08/2026,5013581,630514,30,1228,Goito ,MN,Goito,10.663595357934799,45.263610545791536
9115,Precipitazione,2,mm,01/01/2004,,31/08/2026,5061268,499092,296,1233,Lurago Marinone ,CO,Lurago Marinone,8.988335470497079,45.70496503253157
9116,Precipitazione,2,mm,01/01/2004,,31/08/2026,5059567,485026,274,1206,Cavaria con Premezzo v. Cantalupa,VA,Cavaria con Premezzo,8.80769106818187,45.6894933756655
9117,Precipitazione,2,mm,01/01/2004,,31/08/2026,5114304,525058,980,1202,Vercana ,CO,Vercana,9.32467702912657,46.18185157301386
9118,Precipitazione,2,mm,18/02/2004,,19/03/2013,5077078,551734,350,1239,San Pellegrino Terme P.za Alighieri,BG,San Pellegrino Terme,9.666265347452946,45.845324223955345
9119,Precipitazione,2,mm,01/01/2004,,31/08/2026,5088917,566917,1002,1218,Ardesio Valcanale,BG,Ardesio,9.863432295634508,45.950561773272774
9120,Precipitazione,2,mm,15/01/2005,,31/08/2026,5011836,575599,56,1219,Casalbuttano ed Uniti ,CR,Casalbuttano ed Uniti,9.963491700506637,45.25595602118004
