duplicate_group_key,scene_id,canonical_rank,is_canonical_scene,canonical_scene_id,duplicate_group_size,platform,datetime,end_datetime,orbit_state,relative_orbit,bbox,vv_assets_n,vh_assets_n,data_role_assets_n,tiff_assets_n,asset_rows_n
"S1A|2019-06-17 05:27:07.527633+00:00|2019-06-17 05:27:32.526877+00:00|descending|168|(8.575667, 44.978436, 12.278275, 46.886528)",S1A_IW_GRDH_1SDV_20190617T052707_20190617T052732_027715_0320DB_155C_COG,1,True,S1A_IW_GRDH_1SDV_20190617T052707_20190617T052732_027715_0320DB_155C_COG,1,S1A,2019-06-17 05:27:07.527633+00:00,2019-06-17 05:27:32.526877+00:00,descending,168,"[8.575667, 44.978436, 12.278275, 46.886528]",4,4,3,2,11
"S1A|2019-06-17 05:27:28.015362+00:00|2019-06-17 05:27:53.013991+00:00|descending|168|(8.349987, 43.750477, 11.962337, 45.650471)",S1A_IW_GRDH_1SDV_20190617T052728_20190617T052753_027715_0320DB_1415_COG,1,True,S1A_IW_GRDH_1SDV_20190617T052728_20190617T052753_027715_0320DB_1415_COG,1,S1A,2019-06-17 05:27:28.015362+00:00,2019-06-17 05:27:53.013991+00:00,descending,168,"[8.349987, 43.750477, 11.962337, 45.650471]",4,4,3,2,11
"S1A|2019-06-17 05:27:32.528349+00:00|2019-06-17 05:27:57.526092+00:00|descending|168|(8.245772, 43.4799, 11.8873, 45.384815)",S1A_IW_GRDH_1SDV_20190617T052732_20190617T052757_027715_0320DB_AAA2_COG,1,True,S1A_IW_GRDH_1SDV_20190617T052732_20190617T052757_027715_0320DB_AAA2_COG,1,S1A,2019-06-17 05:27:32.528349+00:00,2019-06-17 05:27:57.526092+00:00,descending,168,"[8.245772, 43.4799, 11.8873, 45.384815]",4,4,3,2,11
"S1A|2019-06-18 17:14:53.428423+00:00|2019-06-18 17:15:18.426482+00:00|ascending|15|(7.74503, 44.361908, 11.36794, 46.26276)",S1A_IW_GRDH_1SDV_20190618T171453_20190618T171518_027737_032180_23B2_COG,1,True,S1A_IW_GRDH_1SDV_20190618T171453_20190618T171518_027737_032180_23B2_COG,1,S1A,2019-06-18 17:14:53.428423+00:00,2019-06-18 17:15:18.426482+00:00,ascending,15,"[7.74503, 44.361908, 11.36794, 46.26276]",4,4,3,2,11
"S1A|2019-06-18 17:14:53.428632+00:00|2019-06-18 17:15:18.426717+00:00|ascending|15|(7.74501, 44.361931, 11.367919, 46.262783)",S1A_IW_GRDH_1SDV_20190618T171453_20190618T171518_027737_032180_5AED_COG,1,True,S1A_IW_GRDH_1SDV_20190618T171453_20190618T171518_027737_032180_5AED_COG,1,S1A,2019-06-18 17:14:53.428632+00:00,2019-06-18 17:15:18.426717+00:00,ascending,15,"[7.74501, 44.361931, 11.367919, 46.262783]",4,4,3,2,11
"S1A|2019-06-22 05:35:20.628854+00:00|2019-06-22 05:35:45.628157+00:00|descending|66|(6.531152, 45.037838, 10.228865, 46.946903)",S1A_IW_GRDH_1SDV_20190622T053520_20190622T053545_027788_032303_6BD5_COG,1,True,S1A_IW_GRDH_1SDV_20190622T053520_20190622T053545_027788_032303_6BD5_COG,1,S1A,2019-06-22 05:35:20.628854+00:00,2019-06-22 05:35:45.628157+00:00,descending,66,"[6.531152, 45.037838, 10.228865, 46.946903]",4,4,3,2,11
"S1A|2019-06-22 05:35:21.029046+00:00|2019-06-22 05:35:46.028443+00:00|descending|66|(6.576119, 45.013836, 10.220614, 46.917641)",S1A_IW_GRDH_1SDV_20190622T053521_20190622T053546_027788_032303_6F2B_COG,1,True,S1A_IW_GRDH_1SDV_20190622T053521_20190622T053546_027788_032303_6F2B_COG,1,S1A,2019-06-22 05:35:21.029046+00:00,2019-06-22 05:35:46.028443+00:00,descending,66,"[6.576119, 45.013836, 10.220614, 46.917641]",4,4,3,2,11
"S1A|2019-06-22 05:35:45.629684+00:00|2019-06-22 05:36:10.627490+00:00|descending|66|(6.205727, 43.538689, 9.846457, 45.444267)",S1A_IW_GRDH_1SDV_20190622T053545_20190622T053610_027788_032303_D751_COG,1,True,S1A_IW_GRDH_1SDV_20190622T053545_20190622T053610_027788_032303_D751_COG,1,S1A,2019-06-22 05:35:45.629684+00:00,2019-06-22 05:36:10.627490+00:00,descending,66,"[6.205727, 43.538689, 9.846457, 45.444267]",4,4,3,2,11
"S1A|2019-06-22 05:35:46.028548+00:00|2019-06-22 05:36:11.027955+00:00|descending|66|(6.249606, 43.514656, 9.839736, 45.414913)",S1A_IW_GRDH_1SDV_20190622T053546_20190622T053611_027788_032303_D3A3_COG,1,True,S1A_IW_GRDH_1SDV_20190622T053546_20190622T053611_027788_032303_D3A3_COG,1,S1A,2019-06-22 05:35:46.028548+00:00,2019-06-22 05:36:11.027955+00:00,descending,66,"[6.249606, 43.514656, 9.839736, 45.414913]",4,4,3,2,11
"S1A|2019-06-23 17:23:00.099375+00:00|2019-06-23 17:23:25.096843+00:00|ascending|88|(5.806824, 43.922024, 9.417226, 45.82069)",S1A_IW_GRDH_1SDV_20190623T172300_20190623T172325_027810_0323B0_9E25_COG,1,True,S1A_IW_GRDH_1SDV_20190623T172300_20190623T172325_027810_0323B0_9E25_COG,1,S1A,2019-06-23 17:23:00.099375+00:00,2019-06-23 17:23:25.096843+00:00,ascending,88,"[5.806824, 43.922024, 9.417226, 45.82069]",4,4,3,2,11
"S1A|2019-06-23 17:23:00.099453+00:00|2019-06-23 17:23:25.096930+00:00|ascending|88|(5.806809, 43.922039, 9.417212, 45.820705)",S1A_IW_GRDH_1SDV_20190623T172300_20190623T172325_027810_0323B0_C6AE_COG,1,True,S1A_IW_GRDH_1SDV_20190623T172300_20190623T172325_027810_0323B0_C6AE_COG,1,S1A,2019-06-23 17:23:00.099453+00:00,2019-06-23 17:23:25.096930+00:00,ascending,88,"[5.806809, 43.922039, 9.417212, 45.820705]",4,4,3,2,11
"S1A|2019-06-23 17:23:25.098340+00:00|2019-06-23 17:23:50.097304+00:00|ascending|88|(5.359424, 45.420795, 9.08807, 47.31694)",S1A_IW_GRDH_1SDV_20190623T172325_20190623T172350_027810_0323B0_4052_COG,1,True,S1A_IW_GRDH_1SDV_20190623T172325_20190623T172350_027810_0323B0_4052_COG,1,S1A,2019-06-23 17:23:25.098340+00:00,2019-06-23 17:23:50.097304+00:00,ascending,88,"[5.359424, 45.420795, 9.08807, 47.31694]",4,4,3,2,11
"S1A|2019-06-23 17:23:25.098426+00:00|2019-06-23 17:23:50.097399+00:00|ascending|88|(5.35941, 45.420811, 9.088056, 47.316956)",S1A_IW_GRDH_1SDV_20190623T172325_20190623T172350_027810_0323B0_1DB0_COG,1,True,S1A_IW_GRDH_1SDV_20190623T172325_20190623T172350_027810_0323B0_1DB0_COG,1,S1A,2019-06-23 17:23:25.098426+00:00,2019-06-23 17:23:50.097399+00:00,ascending,88,"[5.35941, 45.420811, 9.088056, 47.316956]",4,4,3,2,11
"S1A|2019-06-29 05:27:02.883689+00:00|2019-06-29 05:27:27.881477+00:00|descending|168|(8.693349, 45.305809, 12.363841, 47.209499)",S1A_IW_GRDH_1SDV_20190629T052702_20190629T052727_027890_032617_F1E9_COG,1,True,S1A_IW_GRDH_1SDV_20190629T052702_20190629T052727_027890_032617_F1E9_COG,1,S1A,2019-06-29 05:27:02.883689+00:00,2019-06-29 05:27:27.881477+00:00,descending,168,"[8.693349, 45.305809, 12.363841, 47.209499]",4,4,3,2,11
"S1A|2019-06-29 05:27:08.342246+00:00|2019-06-29 05:27:33.339944+00:00|descending|168|(8.575707, 44.978508, 12.278434, 46.886551)",S1A_IW_GRDH_1SDV_20190629T052708_20190629T052733_027890_032617_BC30_COG,1,True,S1A_IW_GRDH_1SDV_20190629T052708_20190629T052733_027890_032617_BC30_COG,1,S1A,2019-06-29 05:27:08.342246+00:00,2019-06-29 05:27:33.339944+00:00,descending,168,"[8.575707, 44.978508, 12.278434, 46.886551]",4,4,3,2,11
"S1A|2019-06-29 05:27:27.882933+00:00|2019-06-29 05:27:52.882215+00:00|descending|168|(8.358814, 43.807793, 11.977829, 45.707226)",S1A_IW_GRDH_1SDV_20190629T052727_20190629T052752_027890_032617_D7BC_COG,1,True,S1A_IW_GRDH_1SDV_20190629T052727_20190629T052752_027890_032617_D7BC_COG,1,S1A,2019-06-29 05:27:27.882933+00:00,2019-06-29 05:27:52.882215+00:00,descending,168,"[8.358814, 43.807793, 11.977829, 45.707226]",4,4,3,2,11
"S1A|2019-06-29 05:27:33.341443+00:00|2019-06-29 05:27:58.340641+00:00|descending|168|(8.245893, 43.479889, 11.887463, 45.384922)",S1A_IW_GRDH_1SDV_20190629T052733_20190629T052758_027890_032617_E24A_COG,1,True,S1A_IW_GRDH_1SDV_20190629T052733_20190629T052758_027890_032617_E24A_COG,1,S1A,2019-06-29 05:27:33.341443+00:00,2019-06-29 05:27:58.340641+00:00,descending,168,"[8.245893, 43.479889, 11.887463, 45.384922]",4,4,3,2,11
"S1A|2019-06-30 17:14:54.236526+00:00|2019-06-30 17:15:19.235638+00:00|ascending|15|(7.744407, 44.361889, 11.367334, 46.262806)",S1A_IW_GRDH_1SDV_20190630T171454_20190630T171519_027912_0326BA_C7EF_COG,1,True,S1A_IW_GRDH_1SDV_20190630T171454_20190630T171519_027912_0326BA_C7EF_COG,1,S1A,2019-06-30 17:14:54.236526+00:00,2019-06-30 17:15:19.235638+00:00,ascending,15,"[7.744407, 44.361889, 11.367334, 46.262806]",4,4,3,2,11
"S1A|2019-06-30 17:14:54.236727+00:00|2019-06-30 17:15:19.235864+00:00|ascending|15|(7.744449, 44.361893, 11.367373, 46.26281)",S1A_IW_GRDH_1SDV_20190630T171454_20190630T171519_027912_0326BA_2DF9_COG,1,True,S1A_IW_GRDH_1SDV_20190630T171454_20190630T171519_027912_0326BA_2DF9_COG,1,S1A,2019-06-30 17:14:54.236727+00:00,2019-06-30 17:15:19.235864+00:00,ascending,15,"[7.744449, 44.361893, 11.367373, 46.26281]",4,4,3,2,11
"S1A|2019-07-04 05:35:21.413735+00:00|2019-07-04 05:35:46.412718+00:00|descending|66|(6.529658, 45.037899, 10.227341, 46.946888)",S1A_IW_GRDH_1SDV_20190704T053521_20190704T053546_027963_03284A_BD71_COG,1,True,S1A_IW_GRDH_1SDV_20190704T053521_20190704T053546_027963_03284A_BD71_COG,1,S1A,2019-07-04 05:35:21.413735+00:00,2019-07-04 05:35:46.412718+00:00,descending,66,"[6.529658, 45.037899, 10.227341, 46.946888]",4,4,3,2,11
"S1A|2019-07-04 05:35:21.880948+00:00|2019-07-04 05:35:46.878438+00:00|descending|66|(6.573868, 45.009972, 10.217592, 46.913616)",S1A_IW_GRDH_1SDV_20190704T053521_20190704T053546_027963_03284A_9066_COG,1,True,S1A_IW_GRDH_1SDV_20190704T053521_20190704T053546_027963_03284A_9066_COG,1,S1A,2019-07-04 05:35:21.880948+00:00,2019-07-04 05:35:46.878438+00:00,descending,66,"[6.573868, 45.009972, 10.217592, 46.913616]",4,4,3,2,11
"S1A|2019-07-04 05:35:46.414218+00:00|2019-07-04 05:36:11.413201+00:00|descending|66|(6.204287, 43.538666, 9.844979, 45.444263)",S1A_IW_GRDH_1SDV_20190704T053546_20190704T053611_027963_03284A_A315_COG,1,True,S1A_IW_GRDH_1SDV_20190704T053546_20190704T053611_027963_03284A_A315_COG,1,S1A,2019-07-04 05:35:46.414218+00:00,2019-07-04 05:36:11.413201+00:00,descending,66,"[6.204287, 43.538666, 9.844979, 45.444263]",4,4,3,2,11
"S1A|2019-07-04 05:35:46.880072+00:00|2019-07-04 05:36:11.879074+00:00|descending|66|(6.24741, 43.510708, 9.837111, 45.410881)",S1A_IW_GRDH_1SDV_20190704T053546_20190704T053611_027963_03284A_29D5_COG,1,True,S1A_IW_GRDH_1SDV_20190704T053546_20190704T053611_027963_03284A_29D5_COG,1,S1A,2019-07-04 05:35:46.880072+00:00,2019-07-04 05:36:11.879074+00:00,descending,66,"[6.24741, 43.510708, 9.837111, 45.410881]",4,4,3,2,11
"S1A|2019-07-05 17:23:00.870876+00:00|2019-07-05 17:23:25.870227+00:00|ascending|88|(5.807128, 43.921879, 9.417646, 45.820637)",S1A_IW_GRDH_1SDV_20190705T172300_20190705T172325_027985_0328F9_70FE_COG,1,True,S1A_IW_GRDH_1SDV_20190705T172300_20190705T172325_027985_0328F9_70FE_COG,1,S1A,2019-07-05 17:23:00.870876+00:00,2019-07-05 17:23:25.870227+00:00,ascending,88,"[5.807128, 43.921879, 9.417646, 45.820637]",4,4,3,2,11
"S1A|2019-07-05 17:23:00.872147+00:00|2019-07-05 17:23:25.869975+00:00|ascending|88|(5.807116, 43.921951, 9.417612, 45.820618)",S1A_IW_GRDH_1SDV_20190705T172300_20190705T172325_027985_0328F9_E730_COG,1,True,S1A_IW_GRDH_1SDV_20190705T172300_20190705T172325_027985_0328F9_E730_COG,1,S1A,2019-07-05 17:23:00.872147+00:00,2019-07-05 17:23:25.869975+00:00,ascending,88,"[5.807116, 43.921951, 9.417612, 45.820618]",4,4,3,2,11
"S1A|2019-07-05 17:23:25.871473+00:00|2019-07-05 17:23:50.869301+00:00|ascending|88|(5.359777, 45.420742, 9.088366, 47.316784)",S1A_IW_GRDH_1SDV_20190705T172325_20190705T172350_027985_0328F9_F980_COG,1,True,S1A_IW_GRDH_1SDV_20190705T172325_20190705T172350_027985_0328F9_F980_COG,1,S1A,2019-07-05 17:23:25.871473+00:00,2019-07-05 17:23:50.869301+00:00,ascending,88,"[5.359777, 45.420742, 9.088366, 47.316784]",4,4,3,2,11
"S1A|2019-07-05 17:23:25.871724+00:00|2019-07-05 17:23:50.869578+00:00|ascending|88|(5.359787, 45.420765, 9.08838, 47.316807)",S1A_IW_GRDH_1SDV_20190705T172325_20190705T172350_027985_0328F9_7D3B_COG,1,True,S1A_IW_GRDH_1SDV_20190705T172325_20190705T172350_027985_0328F9_7D3B_COG,1,S1A,2019-07-05 17:23:25.871724+00:00,2019-07-05 17:23:50.869578+00:00,ascending,88,"[5.359787, 45.420765, 9.08838, 47.316807]",4,4,3,2,11
"S1A|2019-07-11 05:27:03.925758+00:00|2019-07-11 05:27:28.923568+00:00|descending|168|(8.689565, 45.282112, 12.361495, 47.185699)",S1A_IW_GRDH_1SDV_20190711T052703_20190711T052728_028065_032B64_62BD_COG,1,True,S1A_IW_GRDH_1SDV_20190711T052703_20190711T052728_028065_032B64_62BD_COG,1,S1A,2019-07-11 05:27:03.925758+00:00,2019-07-11 05:27:28.923568+00:00,descending,168,"[8.689565, 45.282112, 12.361495, 47.185699]",4,4,3,2,11
"S1A|2019-07-11 05:27:08.990295+00:00|2019-07-11 05:27:33.989511+00:00|descending|168|(8.576911, 44.978378, 12.279882, 46.886528)",S1A_IW_GRDH_1SDV_20190711T052708_20190711T052733_028065_032B64_6C61_COG,1,True,S1A_IW_GRDH_1SDV_20190711T052708_20190711T052733_028065_032B64_6C61_COG,1,S1A,2019-07-11 05:27:08.990295+00:00,2019-07-11 05:27:33.989511+00:00,descending,168,"[8.576911, 44.978378, 12.279882, 46.886528]",4,4,3,2,11
"S1A|2019-07-11 05:27:28.925035+00:00|2019-07-11 05:27:53.924340+00:00|descending|168|(8.35632, 43.783787, 11.972759, 45.683582)",S1A_IW_GRDH_1SDV_20190711T052728_20190711T052753_028065_032B64_58A3_COG,1,True,S1A_IW_GRDH_1SDV_20190711T052728_20190711T052753_028065_032B64_58A3_COG,1,S1A,2019-07-11 05:27:28.925035+00:00,2019-07-11 05:27:53.924340+00:00,descending,168,"[8.35632, 43.783787, 11.972759, 45.683582]",4,4,3,2,11
"S1A|2019-07-11 05:27:33.991011+00:00|2019-07-11 05:27:58.988727+00:00|descending|168|(8.24708, 43.479858, 11.888651, 45.38483)",S1A_IW_GRDH_1SDV_20190711T052733_20190711T052758_028065_032B64_9CDA_COG,1,True,S1A_IW_GRDH_1SDV_20190711T052733_20190711T052758_028065_032B64_9CDA_COG,1,S1A,2019-07-11 05:27:33.991011+00:00,2019-07-11 05:27:58.988727+00:00,descending,168,"[8.24708, 43.479858, 11.888651, 45.38483]",4,4,3,2,11
"S1A|2019-07-12 17:14:54.923875+00:00|2019-07-12 17:15:19.922939+00:00|ascending|15|(7.744267, 44.361893, 11.367213, 46.26284)",S1A_IW_GRDH_1SDV_20190712T171454_20190712T171519_028087_032C08_E558_COG,1,True,S1A_IW_GRDH_1SDV_20190712T171454_20190712T171519_028087_032C08_E558_COG,1,S1A,2019-07-12 17:14:54.923875+00:00,2019-07-12 17:15:19.922939+00:00,ascending,15,"[7.744267, 44.361893, 11.367213, 46.26284]",4,4,3,2,11
"S1A|2019-07-12 17:14:54.924087+00:00|2019-07-12 17:15:19.923178+00:00|ascending|15|(7.744294, 44.361904, 11.367239, 46.262848)",S1A_IW_GRDH_1SDV_20190712T171454_20190712T171519_028087_032C08_2061_COG,1,True,S1A_IW_GRDH_1SDV_20190712T171454_20190712T171519_028087_032C08_2061_COG,1,S1A,2019-07-12 17:14:54.924087+00:00,2019-07-12 17:15:19.923178+00:00,ascending,15,"[7.744294, 44.361904, 11.367239, 46.262848]",4,4,3,2,11
"S1A|2019-07-16 05:35:21.897434+00:00|2019-07-16 05:35:46.895682+00:00|descending|66|(6.583919, 45.055149, 10.23385, 46.958687)",S1A_IW_GRDH_1SDV_20190716T053521_20190716T053546_028138_032D98_D0BB_COG,1,True,S1A_IW_GRDH_1SDV_20190716T053521_20190716T053546_028138_032D98_D0BB_COG,1,S1A,2019-07-16 05:35:21.897434+00:00,2019-07-16 05:35:46.895682+00:00,descending,66,"[6.583919, 45.055149, 10.23385, 46.958687]",4,4,3,2,11
"S1A|2019-07-16 05:35:22.186308+00:00|2019-07-16 05:35:47.183834+00:00|descending|66|(6.52973, 45.037907, 10.227386, 46.946815)",S1A_IW_GRDH_1SDV_20190716T053522_20190716T053547_028138_032D98_0CF4_COG,1,True,S1A_IW_GRDH_1SDV_20190716T053522_20190716T053547_028138_032D98_0CF4_COG,1,S1A,2019-07-16 05:35:22.186308+00:00,2019-07-16 05:35:47.183834+00:00,descending,66,"[6.52973, 45.037907, 10.227386, 46.946815]",4,4,3,2,11
"S1A|2019-07-16 05:35:46.897172+00:00|2019-07-16 05:36:11.895419+00:00|descending|66|(6.257182, 43.556004, 9.850032, 45.456116)",S1A_IW_GRDH_1SDV_20190716T053546_20190716T053611_028138_032D98_3384_COG,1,True,S1A_IW_GRDH_1SDV_20190716T053546_20190716T053611_028138_032D98_3384_COG,1,S1A,2019-07-16 05:35:46.897172+00:00,2019-07-16 05:36:11.895419+00:00,descending,66,"[6.257182, 43.556004, 9.850032, 45.456116]",4,4,3,2,11
"S1A|2019-07-16 05:35:47.185362+00:00|2019-07-16 05:36:12.184389+00:00|descending|66|(6.204358, 43.538673, 9.845048, 45.444279)",S1A_IW_GRDH_1SDV_20190716T053547_20190716T053612_028138_032D98_EF04_COG,1,True,S1A_IW_GRDH_1SDV_20190716T053547_20190716T053612_028138_032D98_EF04_COG,1,S1A,2019-07-16 05:35:47.185362+00:00,2019-07-16 05:36:12.184389+00:00,descending,66,"[6.204358, 43.538673, 9.845048, 45.444279]",4,4,3,2,11
"S1A|2019-07-17 17:23:01.678952+00:00|2019-07-17 17:23:26.678191+00:00|ascending|88|(5.807347, 43.922031, 9.417737, 45.820747)",S1A_IW_GRDH_1SDV_20190717T172301_20190717T172326_028160_032E46_3D86_COG,1,True,S1A_IW_GRDH_1SDV_20190717T172301_20190717T172326_028160_032E46_3D86_COG,1,S1A,2019-07-17 17:23:01.678952+00:00,2019-07-17 17:23:26.678191+00:00,ascending,88,"[5.807347, 43.922031, 9.417737, 45.820747]",4,4,3,2,11
"S1A|2019-07-17 17:23:01.679125+00:00|2019-07-17 17:23:26.676886+00:00|ascending|88|(5.807393, 43.922039, 9.417758, 45.820667)",S1A_IW_GRDH_1SDV_20190717T172301_20190717T172326_028160_032E46_CD0F_COG,1,True,S1A_IW_GRDH_1SDV_20190717T172301_20190717T172326_028160_032E46_CD0F_COG,1,S1A,2019-07-17 17:23:01.679125+00:00,2019-07-17 17:23:26.676886+00:00,ascending,88,"[5.807393, 43.922039, 9.417758, 45.820667]",4,4,3,2,11
"S1A|2019-07-17 17:23:26.678384+00:00|2019-07-17 17:23:51.677642+00:00|ascending|88|(5.36024, 45.420834, 9.088528, 47.316948)",S1A_IW_GRDH_1SDV_20190717T172326_20190717T172351_028160_032E46_A467_COG,1,True,S1A_IW_GRDH_1SDV_20190717T172326_20190717T172351_028160_032E46_A467_COG,1,S1A,2019-07-17 17:23:26.678384+00:00,2019-07-17 17:23:51.677642+00:00,ascending,88,"[5.36024, 45.420834, 9.088528, 47.316948]",4,4,3,2,11
"S1A|2019-07-17 17:23:26.679688+00:00|2019-07-17 17:23:51.677430+00:00|ascending|88|(5.360221, 45.420918, 9.088487, 47.316936)",S1A_IW_GRDH_1SDV_20190717T172326_20190717T172351_028160_032E46_7FAE_COG,1,True,S1A_IW_GRDH_1SDV_20190717T172326_20190717T172351_028160_032E46_7FAE_COG,1,S1A,2019-07-17 17:23:26.679688+00:00,2019-07-17 17:23:51.677430+00:00,ascending,88,"[5.360221, 45.420918, 9.088487, 47.316936]",4,4,3,2,11
"S1A|2019-07-23 05:27:04.858656+00:00|2019-07-23 05:27:29.856449+00:00|descending|168|(8.688583, 45.279991, 12.360649, 47.183575)",S1A_IW_GRDH_1SDV_20190723T052704_20190723T052729_028240_0330AD_269F_COG,1,True,S1A_IW_GRDH_1SDV_20190723T052704_20190723T052729_028240_0330AD_269F_COG,1,S1A,2019-07-23 05:27:04.858656+00:00,2019-07-23 05:27:29.856449+00:00,descending,168,"[8.688583, 45.279991, 12.360649, 47.183575]",4,4,3,2,11
"S1A|2019-07-23 05:27:09.888709+00:00|2019-07-23 05:27:34.886409+00:00|descending|168|(8.576388, 44.978416, 12.279356, 46.886482)",S1A_IW_GRDH_1SDV_20190723T052709_20190723T052734_028240_0330AD_948F_COG,1,True,S1A_IW_GRDH_1SDV_20190723T052709_20190723T052734_028240_0330AD_948F_COG,1,S1A,2019-07-23 05:27:09.888709+00:00,2019-07-23 05:27:34.886409+00:00,descending,168,"[8.576388, 44.978416, 12.279356, 46.886482]",4,4,3,2,11
"S1A|2019-07-23 05:27:29.857923+00:00|2019-07-23 05:27:54.857212+00:00|descending|168|(8.355443, 43.781639, 11.971663, 45.681473)",S1A_IW_GRDH_1SDV_20190723T052729_20190723T052754_028240_0330AD_5DB6_COG,1,True,S1A_IW_GRDH_1SDV_20190723T052729_20190723T052754_028240_0330AD_5DB6_COG,1,S1A,2019-07-23 05:27:29.857923+00:00,2019-07-23 05:27:54.857212+00:00,descending,168,"[8.355443, 43.781639, 11.971663, 45.681473]",4,4,3,2,11
"S1A|2019-07-23 05:27:34.887909+00:00|2019-07-23 05:27:59.887110+00:00|descending|168|(8.246524, 43.479805, 11.888128, 45.384876)",S1A_IW_GRDH_1SDV_20190723T052734_20190723T052759_028240_0330AD_F813_COG,1,True,S1A_IW_GRDH_1SDV_20190723T052734_20190723T052759_028240_0330AD_F813_COG,1,S1A,2019-07-23 05:27:34.887909+00:00,2019-07-23 05:27:59.887110+00:00,descending,168,"[8.246524, 43.479805, 11.888128, 45.384876]",4,4,3,2,11
"S1A|2019-07-24 17:14:55.731383+00:00|2019-07-24 17:15:20.730504+00:00|ascending|15|(7.742949, 44.361855, 11.365933, 46.262844)",S1A_IW_GRDH_1SDV_20190724T171455_20190724T171520_028262_033151_AF57_COG,1,True,S1A_IW_GRDH_1SDV_20190724T171455_20190724T171520_028262_033151_AF57_COG,1,S1A,2019-07-24 17:14:55.731383+00:00,2019-07-24 17:15:20.730504+00:00,ascending,15,"[7.742949, 44.361855, 11.365933, 46.262844]",4,4,3,2,11
"S1A|2019-07-24 17:14:55.731664+00:00|2019-07-24 17:15:20.730821+00:00|ascending|15|(7.742948, 44.36187, 11.365933, 46.262863)",S1A_IW_GRDH_1SDV_20190724T171455_20190724T171520_028262_033151_ACEB_COG,1,True,S1A_IW_GRDH_1SDV_20190724T171455_20190724T171520_028262_033151_ACEB_COG,1,S1A,2019-07-24 17:14:55.731664+00:00,2019-07-24 17:15:20.730821+00:00,ascending,15,"[7.742948, 44.36187, 11.365933, 46.262863]",4,4,3,2,11
"S1A|2019-07-28 05:35:22.846594+00:00|2019-07-28 05:35:47.844081+00:00|descending|66|(6.581785, 45.041, 10.22999, 46.94458)",S1A_IW_GRDH_1SDV_20190728T053522_20190728T053547_028313_0332EF_65BF_COG,1,True,S1A_IW_GRDH_1SDV_20190728T053522_20190728T053547_028313_0332EF_65BF_COG,1,S1A,2019-07-28 05:35:22.846594+00:00,2019-07-28 05:35:47.844081+00:00,descending,66,"[6.581785, 45.041, 10.22999, 46.94458]",4,4,3,2,11
"S1A|2019-07-28 05:35:22.900385+00:00|2019-07-28 05:35:47.899378+00:00|descending|66|(6.530577, 45.037712, 10.228286, 46.94677)",S1A_IW_GRDH_1SDV_20190728T053522_20190728T053547_028313_0332EF_5D96_COG,1,True,S1A_IW_GRDH_1SDV_20190728T053522_20190728T053547_028313_0332EF_5D96_COG,1,S1A,2019-07-28 05:35:22.900385+00:00,2019-07-28 05:35:47.899378+00:00,descending,66,"[6.530577, 45.037712, 10.228286, 46.94677]",4,4,3,2,11
"S1A|2019-07-28 05:35:47.845681+00:00|2019-07-28 05:36:12.844677+00:00|descending|66|(6.255055, 43.54179, 9.84691, 45.442001)",S1A_IW_GRDH_1SDV_20190728T053547_20190728T053612_028313_0332EF_6100_COG,1,True,S1A_IW_GRDH_1SDV_20190728T053547_20190728T053612_028313_0332EF_6100_COG,1,S1A,2019-07-28 05:35:47.845681+00:00,2019-07-28 05:36:12.844677+00:00,descending,66,"[6.255055, 43.54179, 9.84691, 45.442001]",4,4,3,2,11
"S1A|2019-07-28 05:35:47.900878+00:00|2019-07-28 05:36:12.899871+00:00|descending|66|(6.205124, 43.53849, 9.845874, 45.444149)",S1A_IW_GRDH_1SDV_20190728T053547_20190728T053612_028313_0332EF_94EA_COG,1,True,S1A_IW_GRDH_1SDV_20190728T053547_20190728T053612_028313_0332EF_94EA_COG,1,S1A,2019-07-28 05:35:47.900878+00:00,2019-07-28 05:36:12.899871+00:00,descending,66,"[6.205124, 43.53849, 9.845874, 45.444149]",4,4,3,2,11
"S1A|2019-07-29 17:23:02.352809+00:00|2019-07-29 17:23:27.352149+00:00|ascending|88|(5.806654, 43.92194, 9.417065, 45.820698)",S1A_IW_GRDH_1SDV_20190729T172302_20190729T172327_028335_03339E_8816_COG,1,True,S1A_IW_GRDH_1SDV_20190729T172302_20190729T172327_028335_03339E_8816_COG,1,S1A,2019-07-29 17:23:02.352809+00:00,2019-07-29 17:23:27.352149+00:00,ascending,88,"[5.806654, 43.92194, 9.417065, 45.820698]",4,4,3,2,11
"S1A|2019-07-29 17:23:02.354093+00:00|2019-07-29 17:23:27.351912+00:00|ascending|88|(5.8066, 43.922009, 9.416989, 45.820675)",S1A_IW_GRDH_1SDV_20190729T172302_20190729T172327_028335_03339E_22F6_COG,1,True,S1A_IW_GRDH_1SDV_20190729T172302_20190729T172327_028335_03339E_22F6_COG,1,S1A,2019-07-29 17:23:02.354093+00:00,2019-07-29 17:23:27.351912+00:00,ascending,88,"[5.8066, 43.922009, 9.416989, 45.820675]",4,4,3,2,11
