duplicate_group_key,scene_id,canonical_rank,is_canonical_scene,canonical_scene_id,duplicate_group_size,platform,datetime,end_datetime,orbit_state,relative_orbit,bbox,vv_assets_n,vh_assets_n,data_role_assets_n,tiff_assets_n,asset_rows_n
"S1A|2019-07-29 17:23:27.353409+00:00|2019-07-29 17:23:52.352725+00:00|ascending|88|(5.359215, 45.420799, 9.087851, 47.316944)",S1A_IW_GRDH_1SDV_20190729T172327_20190729T172352_028335_03339E_6368_COG,1,True,S1A_IW_GRDH_1SDV_20190729T172327_20190729T172352_028335_03339E_6368_COG,1,S1A,2019-07-29 17:23:27.353409+00:00,2019-07-29 17:23:52.352725+00:00,ascending,88,"[5.359215, 45.420799, 9.087851, 47.316944]",4,4,3,2,11
"S1A|2019-07-29 17:23:27.353646+00:00|2019-07-29 17:23:52.351488+00:00|ascending|88|(5.359294, 45.420822, 9.087906, 47.316879)",S1A_IW_GRDH_1SDV_20190729T172327_20190729T172352_028335_03339E_E799_COG,1,True,S1A_IW_GRDH_1SDV_20190729T172327_20190729T172352_028335_03339E_E799_COG,1,S1A,2019-07-29 17:23:27.353646+00:00,2019-07-29 17:23:52.351488+00:00,ascending,88,"[5.359294, 45.420822, 9.087906, 47.316879]",4,4,3,2,11
"S1A|2019-08-04 05:27:05.961354+00:00|2019-08-04 05:27:30.960567+00:00|descending|168|(8.683977, 45.260021, 12.356361, 47.163391)",S1A_IW_GRDH_1SDV_20190804T052705_20190804T052730_028415_033604_E291_COG,1,True,S1A_IW_GRDH_1SDV_20190804T052705_20190804T052730_028415_033604_E291_COG,1,S1A,2019-08-04 05:27:05.961354+00:00,2019-08-04 05:27:30.960567+00:00,descending,168,"[8.683977, 45.260021, 12.356361, 47.163391]",4,4,3,2,11
"S1A|2019-08-04 05:27:10.659629+00:00|2019-08-04 05:27:35.658769+00:00|descending|168|(8.575811, 44.978355, 12.278568, 46.886486)",S1A_IW_GRDH_1SDV_20190804T052710_20190804T052735_028415_033604_00D9_COG,1,True,S1A_IW_GRDH_1SDV_20190804T052710_20190804T052735_028415_033604_00D9_COG,1,S1A,2019-08-04 05:27:10.659629+00:00,2019-08-04 05:27:35.658769+00:00,descending,168,"[8.575811, 44.978355, 12.278568, 46.886486]",4,4,3,2,11
"S1A|2019-08-04 05:27:30.962068+00:00|2019-08-04 05:27:55.959783+00:00|descending|168|(8.352773, 43.761543, 11.965712, 45.661453)",S1A_IW_GRDH_1SDV_20190804T052730_20190804T052755_028415_033604_F117_COG,1,True,S1A_IW_GRDH_1SDV_20190804T052730_20190804T052755_028415_033604_F117_COG,1,S1A,2019-08-04 05:27:30.962068+00:00,2019-08-04 05:27:55.959783+00:00,descending,168,"[8.352773, 43.761543, 11.965712, 45.661453]",4,4,3,2,11
"S1A|2019-08-04 05:27:35.660213+00:00|2019-08-04 05:28:00.659350+00:00|descending|168|(8.246114, 43.479744, 11.887559, 45.384758)",S1A_IW_GRDH_1SDV_20190804T052735_20190804T052800_028415_033604_E778_COG,1,True,S1A_IW_GRDH_1SDV_20190804T052735_20190804T052800_028415_033604_E778_COG,1,S1A,2019-08-04 05:27:35.660213+00:00,2019-08-04 05:28:00.659350+00:00,descending,168,"[8.246114, 43.479744, 11.887559, 45.384758]",4,4,3,2,11
"S1A|2019-08-05 17:14:56.583583+00:00|2019-08-05 17:15:21.582739+00:00|ascending|15|(7.743226, 44.361835, 11.366303, 46.262825)",S1A_IW_GRDH_1SDV_20190805T171456_20190805T171521_028437_0336AC_7DC1_COG,1,True,S1A_IW_GRDH_1SDV_20190805T171456_20190805T171521_028437_0336AC_7DC1_COG,1,S1A,2019-08-05 17:14:56.583583+00:00,2019-08-05 17:15:21.582739+00:00,ascending,15,"[7.743226, 44.361835, 11.366303, 46.262825]",4,4,3,2,11
"S1A|2019-08-05 17:14:56.583823+00:00|2019-08-05 17:15:21.581511+00:00|ascending|15|(7.743244, 44.361858, 11.366306, 46.26276)",S1A_IW_GRDH_1SDV_20190805T171456_20190805T171521_028437_0336AC_541E_COG,1,True,S1A_IW_GRDH_1SDV_20190805T171456_20190805T171521_028437_0336AC_541E_COG,1,S1A,2019-08-05 17:14:56.583823+00:00,2019-08-05 17:15:21.581511+00:00,ascending,15,"[7.743244, 44.361858, 11.366306, 46.26276]",4,4,3,2,11
"S1A|2019-08-09 05:35:23.799541+00:00|2019-08-09 05:35:48.798610+00:00|descending|66|(6.58171, 45.04071, 10.230029, 46.944424)",S1A_IW_GRDH_1SDV_20190809T053523_20190809T053548_028488_033855_FF4C_COG,1,True,S1A_IW_GRDH_1SDV_20190809T053523_20190809T053548_028488_033855_FF4C_COG,1,S1A,2019-08-09 05:35:23.799541+00:00,2019-08-09 05:35:48.798610+00:00,descending,66,"[6.58171, 45.04071, 10.230029, 46.944424]",4,4,3,2,11
"S1A|2019-08-09 05:35:23.850835+00:00|2019-08-09 05:35:48.848375+00:00|descending|66|(6.530645, 45.037743, 10.228319, 46.946739)",S1A_IW_GRDH_1SDV_20190809T053523_20190809T053548_028488_033855_2405_COG,1,True,S1A_IW_GRDH_1SDV_20190809T053523_20190809T053548_028488_033855_2405_COG,1,S1A,2019-08-09 05:35:23.850835+00:00,2019-08-09 05:35:48.848375+00:00,descending,66,"[6.530645, 45.037743, 10.228319, 46.946739]",4,4,3,2,11
"S1A|2019-08-09 05:35:48.800234+00:00|2019-08-09 05:36:13.797818+00:00|descending|66|(6.254986, 43.541588, 9.846939, 45.441753)",S1A_IW_GRDH_1SDV_20190809T053548_20190809T053613_028488_033855_F8D7_COG,1,True,S1A_IW_GRDH_1SDV_20190809T053548_20190809T053613_028488_033855_F8D7_COG,1,S1A,2019-08-09 05:35:48.800234+00:00,2019-08-09 05:36:13.797818+00:00,descending,66,"[6.254986, 43.541588, 9.846939, 45.441753]",4,4,3,2,11
"S1A|2019-08-09 05:35:48.849875+00:00|2019-08-09 05:36:13.848915+00:00|descending|66|(6.205174, 43.538525, 9.845937, 45.444206)",S1A_IW_GRDH_1SDV_20190809T053548_20190809T053613_028488_033855_108E_COG,1,True,S1A_IW_GRDH_1SDV_20190809T053548_20190809T053613_028488_033855_108E_COG,1,S1A,2019-08-09 05:35:48.849875+00:00,2019-08-09 05:36:13.848915+00:00,descending,66,"[6.205174, 43.538525, 9.845937, 45.444206]",4,4,3,2,11
"S1A|2019-08-10 17:23:03.344650+00:00|2019-08-10 17:23:28.343890+00:00|ascending|88|(5.805501, 43.92202, 9.415938, 45.820797)",S1A_IW_GRDH_1SDV_20190810T172303_20190810T172328_028510_033918_6B55_COG,1,True,S1A_IW_GRDH_1SDV_20190810T172303_20190810T172328_028510_033918_6B55_COG,1,S1A,2019-08-10 17:23:03.344650+00:00,2019-08-10 17:23:28.343890+00:00,ascending,88,"[5.805501, 43.92202, 9.415938, 45.820797]",4,4,3,2,11
"S1A|2019-08-10 17:23:03.344830+00:00|2019-08-10 17:23:28.342592+00:00|ascending|88|(5.805541, 43.922009, 9.415952, 45.820698)",S1A_IW_GRDH_1SDV_20190810T172303_20190810T172328_028510_033918_CE76_COG,1,True,S1A_IW_GRDH_1SDV_20190810T172303_20190810T172328_028510_033918_CE76_COG,1,S1A,2019-08-10 17:23:03.344830+00:00,2019-08-10 17:23:28.342592+00:00,ascending,88,"[5.805541, 43.922009, 9.415952, 45.820698]",4,4,3,2,11
"S1A|2019-08-10 17:23:28.344089+00:00|2019-08-10 17:23:53.343349+00:00|ascending|88|(5.358132, 45.420795, 9.086658, 47.316952)",S1A_IW_GRDH_1SDV_20190810T172328_20190810T172353_028510_033918_8271_COG,1,True,S1A_IW_GRDH_1SDV_20190810T172328_20190810T172353_028510_033918_8271_COG,1,S1A,2019-08-10 17:23:28.344089+00:00,2019-08-10 17:23:53.343349+00:00,ascending,88,"[5.358132, 45.420795, 9.086658, 47.316952]",4,4,3,2,11
"S1A|2019-08-10 17:23:28.345388+00:00|2019-08-10 17:23:53.343130+00:00|ascending|88|(5.358118, 45.420895, 9.086625, 47.316959)",S1A_IW_GRDH_1SDV_20190810T172328_20190810T172353_028510_033918_3015_COG,1,True,S1A_IW_GRDH_1SDV_20190810T172328_20190810T172353_028510_033918_3015_COG,1,S1A,2019-08-10 17:23:28.345388+00:00,2019-08-10 17:23:53.343130+00:00,ascending,88,"[5.358118, 45.420895, 9.086625, 47.316959]",4,4,3,2,11
"S1A|2019-08-16 05:27:06.888925+00:00|2019-08-16 05:27:31.887638+00:00|descending|168|(8.681551, 45.256859, 12.354267, 47.160202)",S1A_IW_GRDH_1SDV_20190816T052706_20190816T052731_028590_033BDA_7773_COG,1,True,S1A_IW_GRDH_1SDV_20190816T052706_20190816T052731_028590_033BDA_7773_COG,1,S1A,2019-08-16 05:27:06.888925+00:00,2019-08-16 05:27:31.887638+00:00,descending,168,"[8.681551, 45.256859, 12.354267, 47.160202]",4,4,3,2,11
"S1A|2019-08-16 05:27:11.533853+00:00|2019-08-16 05:27:36.531550+00:00|descending|168|(8.574697, 44.978436, 12.276864, 46.886494)",S1A_IW_GRDH_1SDV_20190816T052711_20190816T052736_028590_033BDA_2334_COG,1,True,S1A_IW_GRDH_1SDV_20190816T052711_20190816T052736_028590_033BDA_2334_COG,1,S1A,2019-08-16 05:27:11.533853+00:00,2019-08-16 05:27:36.531550+00:00,descending,168,"[8.574697, 44.978436, 12.276864, 46.886494]",4,4,3,2,11
"S1A|2019-08-16 05:27:31.889123+00:00|2019-08-16 05:27:56.887836+00:00|descending|168|(8.350658, 43.758305, 11.963658, 45.658295)",S1A_IW_GRDH_1SDV_20190816T052731_20190816T052756_028590_033BDA_D458_COG,1,True,S1A_IW_GRDH_1SDV_20190816T052731_20190816T052756_028590_033BDA_D458_COG,1,S1A,2019-08-16 05:27:31.889123+00:00,2019-08-16 05:27:56.887836+00:00,descending,168,"[8.350658, 43.758305, 11.963658, 45.658295]",4,4,3,2,11
"S1A|2019-08-16 05:27:36.533050+00:00|2019-08-16 05:28:01.532248+00:00|descending|168|(8.244918, 43.479813, 11.886456, 45.384808)",S1A_IW_GRDH_1SDV_20190816T052736_20190816T052801_028590_033BDA_A8C8_COG,1,True,S1A_IW_GRDH_1SDV_20190816T052736_20190816T052801_028590_033BDA_A8C8_COG,1,S1A,2019-08-16 05:27:36.533050+00:00,2019-08-16 05:28:01.532248+00:00,descending,168,"[8.244918, 43.479813, 11.886456, 45.384808]",4,4,3,2,11
"S1A|2019-08-17 17:14:57.390184+00:00|2019-08-17 17:15:22.389272+00:00|ascending|15|(7.744321, 44.361984, 11.367244, 46.262894)",S1A_IW_GRDH_1SDV_20190817T171457_20190817T171522_028612_033C97_0EB0_COG,1,True,S1A_IW_GRDH_1SDV_20190817T171457_20190817T171522_028612_033C97_0EB0_COG,1,S1A,2019-08-17 17:14:57.390184+00:00,2019-08-17 17:15:22.389272+00:00,ascending,15,"[7.744321, 44.361984, 11.367244, 46.262894]",4,4,3,2,11
"S1A|2019-08-17 17:14:57.390377+00:00|2019-08-17 17:15:22.389489+00:00|ascending|15|(7.744312, 44.361988, 11.367234, 46.262901)",S1A_IW_GRDH_1SDV_20190817T171457_20190817T171522_028612_033C97_0F7C_COG,1,True,S1A_IW_GRDH_1SDV_20190817T171457_20190817T171522_028612_033C97_0F7C_COG,1,S1A,2019-08-17 17:14:57.390377+00:00,2019-08-17 17:15:22.389489+00:00,ascending,15,"[7.744312, 44.361988, 11.367234, 46.262901]",4,4,3,2,11
"S1A|2019-08-21 05:35:24.510062+00:00|2019-08-21 05:35:49.507608+00:00|descending|66|(6.530046, 45.037769, 10.227807, 46.946754)",S1A_IW_GRDH_1SDV_20190821T053524_20190821T053549_028663_033E6E_0F91_COG,1,True,S1A_IW_GRDH_1SDV_20190821T053524_20190821T053549_028663_033E6E_0F91_COG,1,S1A,2019-08-21 05:35:24.510062+00:00,2019-08-21 05:35:49.507608+00:00,descending,66,"[6.530046, 45.037769, 10.227807, 46.946754]",4,4,3,2,11
"S1A|2019-08-21 05:35:24.902788+00:00|2019-08-21 05:35:49.901837+00:00|descending|66|(6.575238, 45.014137, 10.21974, 46.917931)",S1A_IW_GRDH_1SDV_20190821T053524_20190821T053549_028663_033E6E_C640_COG,1,True,S1A_IW_GRDH_1SDV_20190821T053524_20190821T053549_028663_033E6E_C640_COG,1,S1A,2019-08-21 05:35:24.902788+00:00,2019-08-21 05:35:49.901837+00:00,descending,66,"[6.575238, 45.014137, 10.21974, 46.917931]",4,4,3,2,11
"S1A|2019-08-21 05:35:49.509108+00:00|2019-08-21 05:36:14.508155+00:00|descending|66|(6.204722, 43.538548, 9.845471, 45.444206)",S1A_IW_GRDH_1SDV_20190821T053549_20190821T053614_028663_033E6E_A6DB_COG,1,True,S1A_IW_GRDH_1SDV_20190821T053549_20190821T053614_028663_033E6E_A6DB_COG,1,S1A,2019-08-21 05:35:49.509108+00:00,2019-08-21 05:36:14.508155+00:00,descending,66,"[6.204722, 43.538548, 9.845471, 45.444206]",4,4,3,2,11
"S1A|2019-08-21 05:35:49.903428+00:00|2019-08-21 05:36:14.900988+00:00|descending|66|(6.24884, 43.514977, 9.838847, 45.415119)",S1A_IW_GRDH_1SDV_20190821T053549_20190821T053614_028663_033E6E_5068_COG,1,True,S1A_IW_GRDH_1SDV_20190821T053549_20190821T053614_028663_033E6E_5068_COG,1,S1A,2019-08-21 05:35:49.903428+00:00,2019-08-21 05:36:14.900988+00:00,descending,66,"[6.24884, 43.514977, 9.838847, 45.415119]",4,4,3,2,11
"S1A|2019-08-22 17:23:03.949544+00:00|2019-08-22 17:23:28.947342+00:00|ascending|88|(5.805307, 43.92197, 9.415723, 45.820667)",S1A_IW_GRDH_1SDV_20190822T172303_20190822T172328_028685_033F24_2CB9_COG,1,True,S1A_IW_GRDH_1SDV_20190822T172303_20190822T172328_028685_033F24_2CB9_COG,1,S1A,2019-08-22 17:23:03.949544+00:00,2019-08-22 17:23:28.947342+00:00,ascending,88,"[5.805307, 43.92197, 9.415723, 45.820667]",4,4,3,2,11
"S1A|2019-08-22 17:23:03.949750+00:00|2019-08-22 17:23:28.947571+00:00|ascending|88|(5.805315, 43.921978, 9.415732, 45.820679)",S1A_IW_GRDH_1SDV_20190822T172303_20190822T172328_028685_033F24_6163_COG,1,True,S1A_IW_GRDH_1SDV_20190822T172303_20190822T172328_028685_033F24_6163_COG,1,S1A,2019-08-22 17:23:03.949750+00:00,2019-08-22 17:23:28.947571+00:00,ascending,88,"[5.805315, 43.921978, 9.415732, 45.820679]",4,4,3,2,11
"S1A|2019-08-22 17:23:28.948865+00:00|2019-08-22 17:23:53.948164+00:00|ascending|88|(5.357882, 45.420761, 9.086547, 47.316936)",S1A_IW_GRDH_1SDV_20190822T172328_20190822T172353_028685_033F24_EC86_COG,1,True,S1A_IW_GRDH_1SDV_20190822T172328_20190822T172353_028685_033F24_EC86_COG,1,S1A,2019-08-22 17:23:28.948865+00:00,2019-08-22 17:23:53.948164+00:00,ascending,88,"[5.357882, 45.420761, 9.086547, 47.316936]",4,4,3,2,11
"S1A|2019-08-22 17:23:28.949094+00:00|2019-08-22 17:23:53.946918+00:00|ascending|88|(5.357915, 45.420769, 9.086682, 47.316872)",S1A_IW_GRDH_1SDV_20190822T172328_20190822T172353_028685_033F24_0730_COG,1,True,S1A_IW_GRDH_1SDV_20190822T172328_20190822T172353_028685_033F24_0730_COG,1,S1A,2019-08-22 17:23:28.949094+00:00,2019-08-22 17:23:53.946918+00:00,ascending,88,"[5.357915, 45.420769, 9.086682, 47.316872]",4,4,3,2,11
"S1A|2019-08-28 05:27:06.997735+00:00|2019-08-28 05:27:31.995499+00:00|descending|168|(8.687658, 45.277126, 12.359817, 47.180637)",S1A_IW_GRDH_1SDV_20190828T052706_20190828T052731_028765_0341F8_97A7_COG,1,True,S1A_IW_GRDH_1SDV_20190828T052706_20190828T052731_028765_0341F8_97A7_COG,1,S1A,2019-08-28 05:27:06.997735+00:00,2019-08-28 05:27:31.995499+00:00,descending,168,"[8.687658, 45.277126, 12.359817, 47.180637]",4,4,3,2,11
"S1A|2019-08-28 05:27:11.980299+00:00|2019-08-28 05:27:36.977988+00:00|descending|168|(8.575957, 44.978394, 12.278941, 46.886421)",S1A_IW_GRDH_1SDV_20190828T052711_20190828T052736_028765_0341F8_C01D_COG,1,True,S1A_IW_GRDH_1SDV_20190828T052711_20190828T052736_028765_0341F8_C01D_COG,1,S1A,2019-08-28 05:27:11.980299+00:00,2019-08-28 05:27:36.977988+00:00,descending,168,"[8.575957, 44.978394, 12.278941, 46.886421]",4,4,3,2,11
"S1A|2019-08-28 05:27:31.997007+00:00|2019-08-28 05:27:56.996270+00:00|descending|168|(8.354638, 43.778721, 11.970466, 45.67857)",S1A_IW_GRDH_1SDV_20190828T052731_20190828T052756_028765_0341F8_18A7_COG,1,True,S1A_IW_GRDH_1SDV_20190828T052731_20190828T052756_028765_0341F8_18A7_COG,1,S1A,2019-08-28 05:27:31.997007+00:00,2019-08-28 05:27:56.996270+00:00,descending,168,"[8.354638, 43.778721, 11.970466, 45.67857]",4,4,3,2,11
"S1A|2019-08-28 05:27:36.979488+00:00|2019-08-28 05:28:01.978676+00:00|descending|168|(8.246114, 43.479778, 11.887704, 45.384815)",S1A_IW_GRDH_1SDV_20190828T052736_20190828T052801_028765_0341F8_0B2C_COG,1,True,S1A_IW_GRDH_1SDV_20190828T052736_20190828T052801_028765_0341F8_0B2C_COG,1,S1A,2019-08-28 05:27:36.979488+00:00,2019-08-28 05:28:01.978676+00:00,descending,168,"[8.246114, 43.479778, 11.887704, 45.384815]",4,4,3,2,11
"S1A|2019-08-29 17:14:57.821355+00:00|2019-08-29 17:15:22.820480+00:00|ascending|15|(7.745169, 44.361988, 11.368219, 46.262901)",S1A_IW_GRDH_1SDV_20190829T171457_20190829T171522_028787_0342BB_FB02_COG,1,True,S1A_IW_GRDH_1SDV_20190829T171457_20190829T171522_028787_0342BB_FB02_COG,1,S1A,2019-08-29 17:14:57.821355+00:00,2019-08-29 17:15:22.820480+00:00,ascending,15,"[7.745169, 44.361988, 11.368219, 46.262901]",4,4,3,2,11
"S1A|2019-08-29 17:14:57.821437+00:00|2019-08-29 17:15:22.820572+00:00|ascending|15|(7.745233, 44.361996, 11.368281, 46.262909)",S1A_IW_GRDH_1SDV_20190829T171457_20190829T171522_028787_0342BB_93C6_COG,1,True,S1A_IW_GRDH_1SDV_20190829T171457_20190829T171522_028787_0342BB_93C6_COG,1,S1A,2019-08-29 17:14:57.821437+00:00,2019-08-29 17:15:22.820572+00:00,ascending,15,"[7.745233, 44.361996, 11.368281, 46.262909]",4,4,3,2,11
"S1A|2019-09-02 05:35:24.999886+00:00|2019-09-02 05:35:49.997418+00:00|descending|66|(6.530152, 45.037781, 10.227887, 46.946732)",S1A_IW_GRDH_1SDV_20190902T053524_20190902T053549_028838_034486_4A0D_COG,1,True,S1A_IW_GRDH_1SDV_20190902T053524_20190902T053549_028838_034486_4A0D_COG,1,S1A,2019-09-02 05:35:24.999886+00:00,2019-09-02 05:35:49.997418+00:00,descending,66,"[6.530152, 45.037781, 10.227887, 46.946732]",4,4,3,2,11
"S1A|2019-09-02 05:35:25.061461+00:00|2019-09-02 05:35:50.060501+00:00|descending|66|(6.579766, 45.033985, 10.227055, 46.937664)",S1A_IW_GRDH_1SDV_20190902T053525_20190902T053550_028838_034486_C16C_COG,1,True,S1A_IW_GRDH_1SDV_20190902T053525_20190902T053550_028838_034486_C16C_COG,1,S1A,2019-09-02 05:35:25.061461+00:00,2019-09-02 05:35:50.060501+00:00,descending,66,"[6.579766, 45.033985, 10.227055, 46.937664]",4,4,3,2,11
"S1A|2019-09-02 05:35:49.998890+00:00|2019-09-02 05:36:14.997921+00:00|descending|66|(6.20486, 43.538555, 9.845587, 45.44418)",S1A_IW_GRDH_1SDV_20190902T053549_20190902T053614_028838_034486_A3F5_COG,1,True,S1A_IW_GRDH_1SDV_20190902T053549_20190902T053614_028838_034486_A3F5_COG,1,S1A,2019-09-02 05:35:49.998890+00:00,2019-09-02 05:36:14.997921+00:00,descending,66,"[6.20486, 43.538555, 9.845587, 45.44418]",4,4,3,2,11
"S1A|2019-09-02 05:35:50.062127+00:00|2019-09-02 05:36:15.059681+00:00|descending|66|(6.253143, 43.534847, 9.844597, 45.434956)",S1A_IW_GRDH_1SDV_20190902T053550_20190902T053615_028838_034486_3527_COG,1,True,S1A_IW_GRDH_1SDV_20190902T053550_20190902T053615_028838_034486_3527_COG,1,S1A,2019-09-02 05:35:50.062127+00:00,2019-09-02 05:36:15.059681+00:00,descending,66,"[6.253143, 43.534847, 9.844597, 45.434956]",4,4,3,2,11
"S1A|2019-09-03 17:23:04.462446+00:00|2019-09-03 17:23:29.460236+00:00|ascending|88|(5.806206, 43.922028, 9.416611, 45.820705)",S1A_IW_GRDH_1SDV_20190903T172304_20190903T172329_028860_034540_8FF3_COG,1,True,S1A_IW_GRDH_1SDV_20190903T172304_20190903T172329_028860_034540_8FF3_COG,1,S1A,2019-09-03 17:23:04.462446+00:00,2019-09-03 17:23:29.460236+00:00,ascending,88,"[5.806206, 43.922028, 9.416611, 45.820705]",4,4,3,2,11
"S1A|2019-09-03 17:23:04.462704+00:00|2019-09-03 17:23:29.460523+00:00|ascending|88|(5.806201, 43.92205, 9.416607, 45.820732)",S1A_IW_GRDH_1SDV_20190903T172304_20190903T172329_028860_034540_2D6C_COG,1,True,S1A_IW_GRDH_1SDV_20190903T172304_20190903T172329_028860_034540_2D6C_COG,1,S1A,2019-09-03 17:23:04.462704+00:00,2019-09-03 17:23:29.460523+00:00,ascending,88,"[5.806201, 43.92205, 9.416607, 45.820732]",4,4,3,2,11
"S1A|2019-09-03 17:23:29.461759+00:00|2019-09-03 17:23:54.461049+00:00|ascending|88|(5.358802, 45.420818, 9.087453, 47.316975)",S1A_IW_GRDH_1SDV_20190903T172329_20190903T172354_028860_034540_E0B9_COG,1,True,S1A_IW_GRDH_1SDV_20190903T172329_20190903T172354_028860_034540_E0B9_COG,1,S1A,2019-09-03 17:23:29.461759+00:00,2019-09-03 17:23:54.461049+00:00,ascending,88,"[5.358802, 45.420818, 9.087453, 47.316975]",4,4,3,2,11
"S1A|2019-09-03 17:23:29.462045+00:00|2019-09-03 17:23:54.461364+00:00|ascending|88|(5.358795, 45.420841, 9.087449, 47.317001)",S1A_IW_GRDH_1SDV_20190903T172329_20190903T172354_028860_034540_D7C4_COG,1,True,S1A_IW_GRDH_1SDV_20190903T172329_20190903T172354_028860_034540_D7C4_COG,1,S1A,2019-09-03 17:23:29.462045+00:00,2019-09-03 17:23:54.461364+00:00,ascending,88,"[5.358795, 45.420841, 9.087449, 47.317001]",4,4,3,2,11
"S1A|2019-09-09 05:27:07.919069+00:00|2019-09-09 05:27:32.917802+00:00|descending|168|(8.683621, 45.25824, 12.356502, 47.161667)",S1A_IW_GRDH_1SDV_20190909T052707_20190909T052732_028940_03480E_5401_COG,1,True,S1A_IW_GRDH_1SDV_20190909T052707_20190909T052732_028940_03480E_5401_COG,1,S1A,2019-09-09 05:27:07.919069+00:00,2019-09-09 05:27:32.917802+00:00,descending,168,"[8.683621, 45.25824, 12.356502, 47.161667]",4,4,3,2,11
"S1A|2019-09-09 05:27:12.587454+00:00|2019-09-09 05:27:37.586669+00:00|descending|168|(8.57636, 44.978325, 12.279375, 46.886478)",S1A_IW_GRDH_1SDV_20190909T052712_20190909T052737_028940_03480E_7DC9_COG,1,True,S1A_IW_GRDH_1SDV_20190909T052712_20190909T052737_028940_03480E_7DC9_COG,1,S1A,2019-09-09 05:27:12.587454+00:00,2019-09-09 05:27:37.586669+00:00,descending,168,"[8.57636, 44.978325, 12.279375, 46.886478]",4,4,3,2,11
"S1A|2019-09-09 05:27:32.919287+00:00|2019-09-09 05:27:57.918019+00:00|descending|168|(8.352634, 43.759697, 11.965793, 45.659763)",S1A_IW_GRDH_1SDV_20190909T052732_20190909T052757_028940_03480E_230A_COG,1,True,S1A_IW_GRDH_1SDV_20190909T052732_20190909T052757_028940_03480E_230A_COG,1,S1A,2019-09-09 05:27:32.919287+00:00,2019-09-09 05:27:57.918019+00:00,descending,168,"[8.352634, 43.759697, 11.965793, 45.659763]",4,4,3,2,11
"S1A|2019-09-09 05:27:37.588169+00:00|2019-09-09 05:28:02.587383+00:00|descending|168|(8.246363, 43.479713, 11.888094, 45.3848)",S1A_IW_GRDH_1SDV_20190909T052737_20190909T052802_028940_03480E_475A_COG,1,True,S1A_IW_GRDH_1SDV_20190909T052737_20190909T052802_028940_03480E_475A_COG,1,S1A,2019-09-09 05:27:37.588169+00:00,2019-09-09 05:28:02.587383+00:00,descending,168,"[8.246363, 43.479713, 11.888094, 45.3848]",4,4,3,2,11
"S1A|2019-09-10 17:14:58.398441+00:00|2019-09-10 17:15:23.397599+00:00|ascending|15|(7.74366, 44.361916, 11.36673, 46.262897)",S1A_IW_GRDH_1SDV_20190910T171458_20190910T171523_028962_0348D4_8A77_COG,1,True,S1A_IW_GRDH_1SDV_20190910T171458_20190910T171523_028962_0348D4_8A77_COG,1,S1A,2019-09-10 17:14:58.398441+00:00,2019-09-10 17:15:23.397599+00:00,ascending,15,"[7.74366, 44.361916, 11.36673, 46.262897]",4,4,3,2,11
"S1A|2019-09-10 17:14:58.398643+00:00|2019-09-10 17:15:23.396329+00:00|ascending|15|(7.743729, 44.361938, 11.366782, 46.262829)",S1A_IW_GRDH_1SDV_20190910T171458_20190910T171523_028962_0348D4_B042_COG,1,True,S1A_IW_GRDH_1SDV_20190910T171458_20190910T171523_028962_0348D4_B042_COG,1,S1A,2019-09-10 17:14:58.398643+00:00,2019-09-10 17:15:23.396329+00:00,ascending,15,"[7.743729, 44.361938, 11.366782, 46.262829]",4,4,3,2,11
"S1A|2019-09-15 17:23:04.902787+00:00|2019-09-15 17:23:29.900599+00:00|ascending|88|(5.80721, 43.92205, 9.417726, 45.820721)",S1A_IW_GRDH_1SDV_20190915T172304_20190915T172329_029035_034B57_16B1_COG,1,True,S1A_IW_GRDH_1SDV_20190915T172304_20190915T172329_029035_034B57_16B1_COG,1,S1A,2019-09-15 17:23:04.902787+00:00,2019-09-15 17:23:29.900599+00:00,ascending,88,"[5.80721, 43.92205, 9.417726, 45.820721]",4,4,3,2,11
"S1A|2019-09-15 17:23:04.902999+00:00|2019-09-15 17:23:29.900834+00:00|ascending|88|(5.807227, 43.92207, 9.417746, 45.820744)",S1A_IW_GRDH_1SDV_20190915T172304_20190915T172329_029035_034B57_406F_COG,1,True,S1A_IW_GRDH_1SDV_20190915T172304_20190915T172329_029035_034B57_406F_COG,1,S1A,2019-09-15 17:23:04.902999+00:00,2019-09-15 17:23:29.900834+00:00,ascending,88,"[5.807227, 43.92207, 9.417746, 45.820744]",4,4,3,2,11
"S1A|2019-09-15 17:23:29.902071+00:00|2019-09-15 17:23:54.901378+00:00|ascending|88|(5.360022, 45.420837, 9.088465, 47.316998)",S1A_IW_GRDH_1SDV_20190915T172329_20190915T172354_029035_034B57_8EFA_COG,1,True,S1A_IW_GRDH_1SDV_20190915T172329_20190915T172354_029035_034B57_8EFA_COG,1,S1A,2019-09-15 17:23:29.902071+00:00,2019-09-15 17:23:54.901378+00:00,ascending,88,"[5.360022, 45.420837, 9.088465, 47.316998]",4,4,3,2,11
"S1A|2019-09-15 17:23:29.902307+00:00|2019-09-15 17:23:54.900140+00:00|ascending|88|(5.360062, 45.42086, 9.088483, 47.316933)",S1A_IW_GRDH_1SDV_20190915T172329_20190915T172354_029035_034B57_3E97_COG,1,True,S1A_IW_GRDH_1SDV_20190915T172329_20190915T172354_029035_034B57_3E97_COG,1,S1A,2019-09-15 17:23:29.902307+00:00,2019-09-15 17:23:54.900140+00:00,ascending,88,"[5.360062, 45.42086, 9.088483, 47.316933]",4,4,3,2,11
