item_id,asset_key,href,open_attempts,stac_crs,stac_width,stac_height,raster_driver,raster_dtype,raster_crs_original,stac_nodata,support_inside_n,sampled_dn_n,nodata_dn0_n,valid_reflectance_n,reflectance_min,reflectance_max,status,target_id,anchor_year,season_phase,s1_selected_date,optical_date,processing_version,mgrs_tile,platform,quantification_value,boa_add_offset
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,B12_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_B12_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,511,53.0,0.0083,0.2815,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648,SCL_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMQ_20231011T023648.SAFE/GRANULE/L2A_T32TMQ_A000963_20150829T103705/IMG_DATA/R20m/T32TMQ_20150829T103026_SCL_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint8,,0,564,564,511,,,,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMQ,S2A,,
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B02_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B02_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.0118,0.1908,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B03_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B03_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.0247,0.2014,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B04_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B04_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.007,0.2209,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B8A_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B8A_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.0018,0.6282,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B11_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B11_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.0075,0.3813,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,B12_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_B12_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,3585,3585,1685,1900.0,0.0069,0.4229,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,10000.0,-1000.0
S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648,SCL_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2015/08/29/S2A_MSIL2A_20150829T103026_N0500_R108_T32TMR_20231011T023648.SAFE/GRANULE/L2A_T32TMR_A000963_20150829T103705/IMG_DATA/R20m/T32TMR_20150829T103026_SCL_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint8,,0,3585,3585,1685,,,,PASS,2015|late_season|2015-08-30|descending|66,2015,late_season,2015-08-30,2015-08-29,05.00,32TMR,S2A,,
S2A_MSIL2A_20200514T103031_N0500_R108_T32TMQ_20230427T235543,B02_20m,s3://eodata/Sentinel-2/MSI/L2A_N0500/2020/05/14/S2A_MSIL2A_20200514T103031_N0500_R108_T32TMQ_20230427T235543.SAFE/GRANULE/L2A_T32TMQ_A025559_20200514T103747/IMG_DATA/R20m/T32TMQ_20200514T103031_B02_20m.jp2,1,EPSG:32632,5490,5490,JP2OpenJPEG,uint16,,0,564,564,538,26.0,0.0324,1.2868,PASS,2020|establishment|2020-05-13|ascending|15,2020,establishment,2020-05-13,2020-05-14,05.00,32TMQ,S2A,10000.0,-1000.0
