orbit_state,relative_orbit,date,year,scenes_on_date_n,valid_scene_bboxes_n,rice_support_points_n,rice_support_points_covered_n,rice_support_coverage_fraction,rice_support_coverage_pct,all_rice_support_covered,rice_support_ge_99pct_covered,is_primary_track,eligibility_rule
ascending,15,2019-06-30,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-07-06,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-07-12,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-07-18,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-07-24,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-07-30,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-08-05,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-08-11,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-08-17,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-08-29,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-09-04,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-09-10,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-09-16,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-09-22,2019,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2019-09-28,2019,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-04-01,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-04-07,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-04-13,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-04-25,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-01,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-07,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-13,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-19,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-25,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-05-31,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-06-06,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-06-12,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-06-24,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-06-30,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-07-06,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-07-12,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-07-18,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-07-24,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-07-30,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-08-05,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-08-11,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-08-17,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-08-23,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-08-29,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-09-04,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-09-10,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-09-16,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-09-22,2020,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2020-09-28,2020,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-04-02,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-04-08,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-04-14,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-04-20,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-04-26,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-05-02,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-05-08,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-05-14,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-05-20,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-05-26,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-06-01,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-06-07,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-06-13,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-06-19,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-06-25,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-01,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-07,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-13,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-19,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-25,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-07-31,2021,4,4,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-08-06,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-08-12,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-08-18,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-08-24,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-08-30,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-09-05,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-09-11,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-09-17,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-09-23,2021,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2021-09-29,2021,2,2,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
ascending,15,2022-04-03,2022,1,1,4331,4331,1.0,100.0,True,True,True,primary track + complete year + Apr-Sep IW VV|VH + actual rice-support coverage >=0.99
